Nº MPAL;ÁREA DE GOBIERNO;DIRECCIÓN GENERAL O SERVICIO DE ADSCRIPCIÓN;TIPO DE USO;TIPO VEHICULO;RELACIÓN CONTRACTUAL;ENERGÍA/COMBUSTIBLE;CLASIFICACIÓN IDAE
7621;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7622;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7623;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7624;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7625;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7626;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7627;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7628;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7629;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7630;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7631;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7632;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7633;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7634;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7635;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7636;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7637;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7638;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7639;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7640;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7641;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7642;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7643;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7644;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7645;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7646;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7647;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7648;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7649;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7650;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7651;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7652;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7653;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7654;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7655;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7656;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7657;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
